,0,aif,autonews,championat,commers,echo,express,fontanka,gazeta,govorit,indicator,interfax,iz,kp,lenta,mediazona,meduza,mk,moscow,motor,novaya,nplus1,ntv,postnauka,radiovesti,rbk,review,ria,rosgazeta,rt,sports,svoboda,tass,thebell,tv1,tvrain,vedomosti,zarulem,zvezda,sum
897,утром,1650.0,0.0,397.0,2651.0,1637.0,50.0,2288.0,2430.0,567.0,10.0,6387.0,2808.0,14037.0,1949.0,422.0,507.0,1484.0,951.0,34.0,1180.0,14.0,945.0,8.0,128.0,1588.0,15.0,7064.0,3062.0,1120.0,483.0,911.0,4149.0,68.0,621.0,497.0,493.0,79.0,1190.0,63874.0
1341,елена,2143.0,0.0,450.0,7400.0,1615.0,86.0,877.0,3070.0,449.0,41.0,1575.0,2052.0,14075.0,1315.0,508.0,699.0,1546.0,758.0,1.0,1283.0,5.0,948.0,7.0,15.0,916.0,1.0,3376.0,4051.0,1468.0,824.0,5521.0,3274.0,78.0,880.0,479.0,694.0,24.0,549.0,63053.0
536,газпром,1045.0,0.0,295.0,9358.0,924.0,24.0,1903.0,3863.0,403.0,4.0,8965.0,2964.0,2689.0,2235.0,122.0,206.0,874.0,334.0,2.0,596.0,4.0,480.0,1.0,103.0,3573.0,5.0,5836.0,1432.0,2322.0,468.0,578.0,5536.0,342.0,317.0,543.0,3831.0,18.0,664.0,62859.0
2560,фсб,895.0,3.0,13.0,6700.0,3628.0,0.0,1992.0,3552.0,587.0,0.0,4544.0,2182.0,4358.0,3046.0,2793.0,1836.0,1111.0,682.0,0.0,3285.0,0.0,607.0,0.0,76.0,2600.0,1.0,4248.0,1967.0,1740.0,27.0,2638.0,2840.0,294.0,480.0,1796.0,1306.0,3.0,795.0,62625.0
1239,ссср,3530.0,1.0,267.0,4266.0,1818.0,37.0,619.0,6082.0,209.0,49.0,1752.0,3901.0,7060.0,2429.0,141.0,873.0,1805.0,1047.0,39.0,1096.0,17.0,537.0,38.0,35.0,1027.0,25.0,6196.0,3935.0,2310.0,226.0,2134.0,4156.0,34.0,565.0,275.0,815.0,166.0,1653.0,61165.0
5660,борис,1786.0,1.0,189.0,7118.0,2617.0,45.0,1342.0,3388.0,377.0,32.0,2876.0,2848.0,8173.0,1361.0,244.0,886.0,1844.0,647.0,9.0,1536.0,12.0,1018.0,13.0,87.0,1411.0,2.0,4131.0,3273.0,2077.0,383.0,2627.0,4719.0,147.0,855.0,645.0,1176.0,24.0,935.0,60854.0
2695,сочи,1393.0,2.0,1369.0,7422.0,674.0,450.0,770.0,3581.0,230.0,26.0,2504.0,2580.0,9070.0,1128.0,66.0,158.0,592.0,346.0,37.0,333.0,0.0,555.0,0.0,107.0,1481.0,18.0,7432.0,3497.0,1137.0,3387.0,302.0,7389.0,51.0,921.0,219.0,425.0,36.0,720.0,60408.0
3263,грузия,2284.0,1.0,204.0,4102.0,1821.0,5.0,954.0,6161.0,539.0,5.0,4733.0,3554.0,4624.0,2695.0,77.0,470.0,1705.0,647.0,9.0,838.0,2.0,806.0,6.0,105.0,1746.0,8.0,8095.0,1634.0,2773.0,222.0,1300.0,5092.0,62.0,774.0,410.0,680.0,15.0,1212.0,60370.0
8552,рбк,701.0,2.0,32.0,3101.0,2525.0,5.0,1563.0,1298.0,839.0,2.0,612.0,939.0,407.0,2089.0,559.0,1122.0,408.0,40.0,5.0,903.0,1.0,323.0,0.0,1.0,32822.0,0.0,700.0,277.0,352.0,45.0,844.0,862.0,602.0,2.0,1478.0,2093.0,14.0,200.0,57768.0
8436,частное,1195.0,8.0,36.0,8834.0,1186.0,4.0,956.0,2255.0,331.0,33.0,2531.0,3010.0,8110.0,1429.0,165.0,444.0,921.0,1190.0,75.0,829.0,17.0,515.0,35.0,53.0,1651.0,29.0,4631.0,4690.0,1271.0,132.0,1013.0,5874.0,168.0,441.0,360.0,1604.0,152.0,601.0,56779.0
7504,минобороны,1848.0,2.0,4.0,3593.0,1345.0,0.0,1075.0,3418.0,474.0,1.0,4709.0,3850.0,2548.0,1862.0,173.0,445.0,1018.0,99.0,6.0,830.0,0.0,727.0,0.0,184.0,2868.0,5.0,7399.0,2473.0,4369.0,1.0,484.0,5148.0,43.0,764.0,583.0,894.0,4.0,3525.0,56771.0
863,мария,1949.0,0.0,753.0,6185.0,1626.0,165.0,751.0,4946.0,367.0,50.0,1326.0,2634.0,10739.0,1062.0,371.0,537.0,1082.0,430.0,8.0,825.0,24.0,925.0,56.0,101.0,902.0,3.0,4573.0,3218.0,2185.0,1100.0,1226.0,2985.0,55.0,799.0,516.0,526.0,7.0,715.0,55722.0
1816,польша,2223.0,0.0,635.0,2607.0,1426.0,19.0,515.0,5864.0,299.0,19.0,2434.0,4129.0,4029.0,2307.0,82.0,380.0,1215.0,235.0,14.0,548.0,9.0,726.0,23.0,36.0,1566.0,38.0,7297.0,2953.0,4267.0,851.0,1651.0,4206.0,41.0,780.0,251.0,562.0,31.0,1203.0,55471.0
6972,ольга,2048.0,0.0,300.0,6327.0,1289.0,38.0,878.0,3126.0,287.0,44.0,1472.0,2178.0,12845.0,1232.0,414.0,948.0,1579.0,1304.0,2.0,915.0,85.0,710.0,24.0,26.0,793.0,1.0,3266.0,4141.0,1149.0,485.0,1290.0,3462.0,33.0,862.0,437.0,600.0,24.0,543.0,55157.0
4772,ул,2368.0,2.0,18.0,6710.0,113.0,0.0,225.0,116.0,29.0,206.0,359.0,117.0,22369.0,3.0,7.0,11.0,144.0,18492.0,1.0,140.0,0.0,35.0,0.0,6.0,1492.0,0.0,114.0,551.0,54.0,6.0,31.0,706.0,1.0,0.0,15.0,189.0,22.0,32.0,54684.0
7764,краснодар,878.0,10.0,1607.0,10155.0,728.0,91.0,405.0,4833.0,224.0,0.0,2212.0,1889.0,13256.0,795.0,198.0,150.0,200.0,380.0,8.0,366.0,0.0,315.0,0.0,19.0,2659.0,5.0,2209.0,2751.0,421.0,3429.0,227.0,2691.0,13.0,213.0,181.0,245.0,76.0,293.0,54132.0
5502,татьяна,1770.0,1.0,412.0,5974.0,1505.0,77.0,587.0,3349.0,425.0,33.0,1725.0,2024.0,12088.0,1212.0,332.0,650.0,1347.0,995.0,7.0,1086.0,2.0,983.0,17.0,52.0,983.0,3.0,3967.0,3488.0,1565.0,658.0,883.0,3225.0,55.0,971.0,379.0,552.0,16.0,576.0,53974.0
7520,кв,619.0,0.0,7.0,17386.0,258.0,2.0,985.0,948.0,151.0,2.0,2157.0,2851.0,4031.0,12.0,2.0,10.0,294.0,7106.0,2.0,172.0,0.0,114.0,2.0,46.0,2676.0,0.0,224.0,913.0,916.0,5.0,56.0,8323.0,102.0,16.0,45.0,2656.0,55.0,123.0,53267.0
8876,израиль,1718.0,3.0,90.0,3542.0,1496.0,2.0,489.0,4083.0,292.0,36.0,3607.0,3652.0,2663.0,2410.0,87.0,374.0,1312.0,222.0,4.0,601.0,34.0,676.0,6.0,106.0,1630.0,9.0,8293.0,2089.0,2735.0,183.0,1323.0,6330.0,60.0,751.0,307.0,510.0,21.0,1002.0,52748.0
8185,намерить,1520.0,8.0,141.0,6895.0,1796.0,25.0,714.0,3853.0,393.0,17.0,2629.0,3080.0,3092.0,1523.0,68.0,218.0,961.0,470.0,157.0,439.0,7.0,632.0,1.0,64.0,1534.0,75.0,5070.0,2866.0,3384.0,445.0,515.0,7949.0,49.0,450.0,120.0,742.0,115.0,667.0,52684.0
2005,facebook,1925.0,13.0,30.0,4724.0,756.0,7.0,1116.0,4966.0,789.0,23.0,1693.0,3550.0,2920.0,3736.0,91.0,569.0,896.0,486.0,40.0,259.0,24.0,713.0,1.0,58.0,3034.0,1.0,5468.0,2026.0,3195.0,4.0,426.0,4627.0,352.0,133.0,450.0,1428.0,22.0,1483.0,52034.0
8671,италия,1470.0,4.0,2119.0,3761.0,934.0,355.0,503.0,4938.0,229.0,54.0,2650.0,2775.0,3725.0,1328.0,39.0,270.0,831.0,627.0,71.0,291.0,22.0,572.0,18.0,77.0,839.0,37.0,5407.0,3381.0,2384.0,3608.0,935.0,4302.0,55.0,556.0,231.0,644.0,66.0,568.0,50676.0
6876,анна,1691.0,0.0,901.0,7066.0,1197.0,67.0,766.0,3503.0,269.0,42.0,1249.0,1899.0,10378.0,1029.0,331.0,767.0,1238.0,757.0,1.0,899.0,13.0,703.0,44.0,29.0,575.0,0.0,3016.0,3434.0,1194.0,861.0,1022.0,2623.0,29.0,1035.0,429.0,492.0,13.0,511.0,50073.0
7622,гу,804.0,11.0,6.0,4013.0,134.0,2.0,1796.0,870.0,96.0,1.0,2382.0,1732.0,18299.0,317.0,55.0,147.0,395.0,2258.0,1.0,288.0,1.0,264.0,1.0,3.0,2449.0,1.0,2605.0,3061.0,1566.0,20.0,69.0,4902.0,17.0,97.0,207.0,133.0,32.0,795.0,49830.0
7128,подмосковье,1013.0,26.0,44.0,1910.0,1008.0,6.0,276.0,3421.0,452.0,6.0,2132.0,2459.0,3779.0,1886.0,245.0,293.0,1476.0,8580.0,24.0,428.0,3.0,646.0,0.0,82.0,1164.0,25.0,5523.0,2173.0,1910.0,38.0,356.0,5331.0,27.0,646.0,398.0,422.0,72.0,1011.0,49291.0
7206,кнр,1507.0,23.0,11.0,3182.0,529.0,2.0,354.0,2584.0,316.0,15.0,6177.0,3456.0,2298.0,954.0,12.0,238.0,1000.0,707.0,50.0,346.0,1.0,541.0,2.0,157.0,917.0,92.0,6824.0,3776.0,3118.0,17.0,357.0,8116.0,26.0,450.0,52.0,394.0,19.0,638.0,49258.0
5198,валерий,1330.0,0.0,663.0,6218.0,1599.0,106.0,926.0,2937.0,640.0,52.0,1752.0,2132.0,8755.0,1029.0,306.0,549.0,1070.0,603.0,6.0,1016.0,3.0,595.0,4.0,24.0,895.0,7.0,3018.0,3516.0,1430.0,1024.0,993.0,3254.0,57.0,820.0,563.0,548.0,18.0,616.0,49074.0
1328,ирина,1765.0,2.0,644.0,6311.0,1171.0,34.0,841.0,2850.0,298.0,24.0,1372.0,1904.0,11440.0,1008.0,286.0,614.0,1106.0,861.0,5.0,759.0,6.0,715.0,11.0,32.0,797.0,1.0,2994.0,3354.0,1237.0,606.0,937.0,2726.0,11.0,879.0,349.0,446.0,18.0,442.0,48856.0
6436,цб,697.0,3.0,2.0,9464.0,402.0,0.0,544.0,2038.0,129.0,0.0,7801.0,2478.0,1023.0,665.0,7.0,176.0,817.0,127.0,0.0,338.0,0.0,325.0,0.0,29.0,3356.0,1.0,2490.0,2206.0,1288.0,2.0,94.0,4333.0,955.0,42.0,190.0,6327.0,29.0,203.0,48581.0
8923,мск,773.0,0.0,1913.0,1096.0,157.0,31.0,252.0,2368.0,64.0,12.0,2628.0,2994.0,1160.0,270.0,20.0,62.0,312.0,138.0,0.0,306.0,0.0,180.0,0.0,8.0,2944.0,0.0,10325.0,543.0,1147.0,51.0,11.0,17368.0,71.0,3.0,124.0,887.0,2.0,331.0,48551.0
8859,кп,67.0,0.0,1.0,154.0,28.0,1.0,40.0,274.0,24.0,0.0,180.0,207.0,45758.0,295.0,11.0,17.0,61.0,91.0,0.0,80.0,0.0,53.0,0.0,0.0,120.0,13.0,178.0,129.0,270.0,1.0,81.0,209.0,3.0,0.0,25.0,17.0,20.0,53.0,48461.0
747,com,1032.0,1.0,582.0,2391.0,1443.0,519.0,1909.0,8069.0,640.0,10.0,3609.0,1109.0,9363.0,695.0,616.0,446.0,489.0,198.0,34.0,326.0,7.0,964.0,5.0,7.0,444.0,7.0,465.0,4591.0,1393.0,2612.0,164.0,1859.0,174.0,0.0,1639.0,290.0,48.0,150.0,48300.0
203,люба,1794.0,10.0,800.0,4568.0,1644.0,89.0,730.0,2662.0,260.0,53.0,1338.0,2324.0,8265.0,1040.0,100.0,606.0,1353.0,649.0,165.0,865.0,44.0,622.0,114.0,11.0,526.0,82.0,3127.0,4136.0,1371.0,1121.0,1486.0,2887.0,62.0,1077.0,156.0,936.0,338.0,655.0,48066.0
520,дмитрия,1248.0,0.0,639.0,7510.0,1802.0,65.0,877.0,2703.0,426.0,29.0,2372.0,1929.0,5866.0,1192.0,602.0,711.0,1120.0,848.0,11.0,1371.0,5.0,408.0,14.0,25.0,1499.0,3.0,3014.0,2186.0,1158.0,567.0,1049.0,3458.0,141.0,555.0,705.0,1235.0,51.0,502.0,47896.0
5579,лавров,1668.0,0.0,28.0,2926.0,669.0,1.0,320.0,3960.0,237.0,2.0,1836.0,3311.0,1925.0,1164.0,9.0,65.0,797.0,25.0,0.0,176.0,0.0,749.0,4.0,254.0,1497.0,0.0,8876.0,2445.0,3794.0,0.0,377.0,7220.0,26.0,1096.0,177.0,280.0,0.0,1702.0,47616.0
4416,сбербанк,473.0,17.0,11.0,10938.0,762.0,0.0,713.0,852.0,237.0,10.0,5834.0,1866.0,3690.0,1414.0,70.0,432.0,168.0,389.0,17.0,359.0,0.0,424.0,1.0,17.0,3332.0,0.0,2341.0,1281.0,837.0,39.0,213.0,4066.0,864.0,144.0,515.0,4810.0,28.0,192.0,47356.0
87,кирилл,1151.0,0.0,494.0,5942.0,2004.0,105.0,855.0,3541.0,557.0,28.0,2326.0,2088.0,5188.0,922.0,300.0,830.0,996.0,621.0,43.0,1156.0,3.0,577.0,13.0,91.0,893.0,10.0,4253.0,2142.0,1412.0,959.0,1542.0,2837.0,110.0,989.0,581.0,827.0,47.0,689.0,47122.0
3340,боев,1270.0,0.0,328.0,2009.0,747.0,59.0,439.0,3815.0,148.0,4.0,2012.0,3107.0,4101.0,1840.0,118.0,230.0,761.0,320.0,35.0,601.0,9.0,540.0,17.0,52.0,727.0,15.0,5681.0,4601.0,2652.0,493.0,779.0,4388.0,10.0,850.0,151.0,292.0,31.0,3870.0,47102.0
716,нью,1038.0,10.0,829.0,3353.0,1134.0,97.0,385.0,3932.0,185.0,73.0,3568.0,2462.0,2281.0,1655.0,43.0,593.0,662.0,136.0,143.0,249.0,31.0,456.0,20.0,40.0,997.0,58.0,3917.0,2109.0,1338.0,1851.0,1257.0,9637.0,111.0,430.0,277.0,747.0,60.0,482.0,46646.0
6361,евросоюз,1717.0,1.0,5.0,2452.0,1459.0,2.0,488.0,3869.0,317.0,7.0,2029.0,4746.0,1976.0,2081.0,31.0,295.0,606.0,31.0,26.0,695.0,3.0,670.0,2.0,131.0,1360.0,37.0,6506.0,2251.0,3853.0,34.0,1238.0,5337.0,63.0,562.0,305.0,622.0,33.0,790.0,46630.0
2736,пётр,2011.0,0.0,350.0,3615.0,1101.0,47.0,640.0,4377.0,323.0,15.0,1587.0,3178.0,5351.0,1492.0,128.0,403.0,1393.0,530.0,4.0,596.0,12.0,816.0,27.0,64.0,1146.0,2.0,4565.0,2786.0,2481.0,512.0,1201.0,2952.0,34.0,972.0,293.0,362.0,32.0,1024.0,46422.0
4238,rt,562.0,0.0,123.0,334.0,336.0,29.0,178.0,2198.0,256.0,0.0,311.0,2433.0,1109.0,660.0,53.0,153.0,309.0,422.0,9.0,128.0,0.0,234.0,0.0,10.0,354.0,0.0,3033.0,739.0,30827.0,20.0,170.0,442.0,18.0,93.0,144.0,144.0,10.0,514.0,46355.0
6246,наталья,1600.0,3.0,444.0,5719.0,1152.0,47.0,587.0,2204.0,323.0,23.0,911.0,1334.0,12628.0,785.0,271.0,495.0,1456.0,524.0,0.0,948.0,0.0,676.0,2.0,10.0,643.0,1.0,2720.0,3386.0,986.0,710.0,1083.0,2275.0,52.0,747.0,396.0,405.0,17.0,383.0,45946.0
8936,ростов,738.0,2.0,1462.0,7772.0,699.0,115.0,295.0,2835.0,148.0,5.0,2147.0,1574.0,12671.0,558.0,138.0,161.0,208.0,319.0,13.0,467.0,0.0,245.0,0.0,13.0,454.0,10.0,2362.0,2380.0,441.0,2355.0,368.0,3112.0,12.0,180.0,202.0,213.0,51.0,392.0,45117.0
4211,америка,1516.0,8.0,634.0,3601.0,1556.0,57.0,749.0,3971.0,215.0,71.0,1994.0,2381.0,4418.0,1125.0,36.0,582.0,1167.0,117.0,155.0,664.0,95.0,773.0,101.0,35.0,638.0,291.0,3592.0,2668.0,2018.0,1191.0,2579.0,3047.0,34.0,953.0,234.0,739.0,99.0,833.0,44937.0
3114,минздрав,1143.0,10.0,1.0,4533.0,1070.0,0.0,312.0,2402.0,825.0,21.0,3076.0,3070.0,4340.0,1382.0,161.0,428.0,772.0,947.0,1.0,617.0,4.0,820.0,1.0,79.0,1909.0,0.0,5547.0,2475.0,2175.0,12.0,324.0,4674.0,28.0,304.0,382.0,336.0,36.0,627.0,44844.0
3500,спартак,1158.0,0.0,3216.0,2230.0,764.0,832.0,516.0,10325.0,189.0,0.0,2976.0,2234.0,4174.0,712.0,78.0,161.0,104.0,399.0,0.0,193.0,1.0,214.0,0.0,2.0,159.0,1.0,188.0,2954.0,79.0,10036.0,81.0,393.0,0.0,80.0,171.0,93.0,6.0,65.0,44784.0
7894,лондон,1251.0,0.0,497.0,3308.0,1255.0,39.0,578.0,3442.0,260.0,43.0,2559.0,2750.0,2797.0,1704.0,21.0,379.0,744.0,168.0,31.0,434.0,45.0,662.0,33.0,48.0,1159.0,14.0,5309.0,2048.0,1877.0,599.0,786.0,6736.0,110.0,576.0,303.0,866.0,31.0,596.0,44058.0
2282,казахстан,1762.0,6.0,548.0,3662.0,897.0,40.0,428.0,3235.0,290.0,21.0,3090.0,2447.0,3799.0,1261.0,50.0,310.0,804.0,327.0,30.0,556.0,9.0,465.0,3.0,55.0,1028.0,23.0,5885.0,2690.0,1644.0,827.0,632.0,4642.0,67.0,604.0,253.0,508.0,69.0,995.0,43962.0
4933,новосибирск,401.0,3.0,106.0,7111.0,402.0,21.0,212.0,757.0,139.0,24.0,1117.0,1007.0,14962.0,509.0,119.0,202.0,305.0,183.0,13.0,314.0,1.0,223.0,2.0,13.0,5047.0,12.0,2660.0,2298.0,434.0,243.0,351.0,3621.0,9.0,310.0,196.0,198.0,53.0,347.0,43925.0
1762,северо,943.0,3.0,4.0,3616.0,467.0,0.0,1347.0,1851.0,132.0,61.0,2912.0,2019.0,6079.0,889.0,136.0,146.0,585.0,3748.0,15.0,354.0,90.0,253.0,16.0,56.0,982.0,8.0,4756.0,2735.0,1363.0,25.0,358.0,6190.0,10.0,357.0,198.0,365.0,41.0,700.0,43810.0
6782,константин,1253.0,1.0,483.0,7307.0,1495.0,56.0,715.0,2141.0,281.0,31.0,1488.0,1844.0,5858.0,830.0,295.0,758.0,1095.0,388.0,8.0,1229.0,9.0,415.0,12.0,20.0,781.0,7.0,2858.0,2943.0,1901.0,351.0,1615.0,2891.0,60.0,463.0,569.0,695.0,20.0,441.0,43607.0
5904,ночью,1025.0,1.0,106.0,2060.0,997.0,19.0,902.0,2080.0,287.0,15.0,2131.0,1408.0,17524.0,751.0,161.0,274.0,768.0,789.0,29.0,530.0,34.0,584.0,16.0,82.0,677.0,16.0,2174.0,2377.0,1017.0,202.0,372.0,2379.0,20.0,707.0,121.0,121.0,89.0,708.0,43553.0
7558,илья,844.0,1.0,874.0,8140.0,1756.0,253.0,857.0,2501.0,343.0,36.0,1626.0,1486.0,6399.0,650.0,548.0,1015.0,768.0,375.0,19.0,1525.0,1.0,379.0,23.0,27.0,677.0,9.0,1485.0,2759.0,668.0,1867.0,1693.0,1840.0,62.0,348.0,669.0,751.0,25.0,246.0,43545.0
3594,риска,1188.0,10.0,187.0,7191.0,658.0,9.0,555.0,2206.0,190.0,130.0,3945.0,2558.0,2944.0,1042.0,65.0,299.0,799.0,854.0,23.0,328.0,156.0,364.0,49.0,38.0,1501.0,6.0,3120.0,3293.0,1740.0,149.0,501.0,3793.0,223.0,286.0,188.0,2353.0,104.0,401.0,43446.0
7524,корея,1356.0,24.0,491.0,2667.0,759.0,11.0,393.0,2655.0,240.0,22.0,3940.0,2651.0,2342.0,1624.0,24.0,263.0,717.0,351.0,95.0,299.0,7.0,428.0,14.0,50.0,1098.0,137.0,6021.0,4250.0,2356.0,549.0,668.0,4979.0,61.0,438.0,251.0,561.0,85.0,481.0,43358.0
4643,нацпроект,596.0,0.0,0.0,5459.0,212.0,0.0,118.0,3407.0,85.0,86.0,759.0,2478.0,3761.0,2511.0,2.0,54.0,427.0,188.0,1.0,94.0,0.0,303.0,0.0,41.0,983.0,1.0,2696.0,2804.0,448.0,0.0,88.0,13216.0,92.0,660.0,58.0,694.0,21.0,153.0,42496.0
620,чп,1159.0,1.0,1.0,1243.0,732.0,2.0,1835.0,1965.0,733.0,2.0,1310.0,2237.0,13294.0,605.0,21.0,40.0,819.0,155.0,2.0,182.0,0.0,967.0,0.0,130.0,705.0,1.0,3806.0,3476.0,1868.0,4.0,77.0,2774.0,10.0,404.0,31.0,147.0,19.0,1580.0,42337.0
5807,мадурый,1413.0,0.0,2.0,2078.0,1350.0,0.0,634.0,3442.0,311.0,0.0,2473.0,3132.0,1561.0,1118.0,16.0,203.0,320.0,1.0,0.0,692.0,0.0,833.0,0.0,74.0,1540.0,0.0,9695.0,1342.0,2321.0,7.0,922.0,4619.0,110.0,276.0,249.0,784.0,0.0,790.0,42308.0
26,париж,1318.0,0.0,248.0,3476.0,1222.0,21.0,417.0,2794.0,343.0,37.0,2153.0,2619.0,2597.0,1162.0,35.0,327.0,933.0,263.0,42.0,591.0,10.0,596.0,36.0,158.0,1016.0,30.0,5313.0,2466.0,1575.0,489.0,972.0,6401.0,43.0,754.0,271.0,620.0,28.0,652.0,42028.0
3856,летие,1346.0,4.0,80.0,3018.0,549.0,10.0,371.0,1607.0,140.0,21.0,1076.0,2173.0,7777.0,659.0,37.0,168.0,858.0,1993.0,96.0,283.0,1.0,430.0,1.0,54.0,507.0,76.0,4372.0,3334.0,1222.0,204.0,435.0,6365.0,10.0,708.0,127.0,211.0,30.0,1066.0,41419.0
6132,денис,966.0,10.0,800.0,5142.0,889.0,98.0,952.0,3383.0,312.0,23.0,1462.0,1966.0,6042.0,923.0,277.0,510.0,898.0,713.0,62.0,659.0,6.0,585.0,12.0,41.0,849.0,12.0,2334.0,2756.0,1207.0,1557.0,704.0,2405.0,48.0,588.0,426.0,601.0,56.0,524.0,40798.0
5003,ао,354.0,4.0,14.0,14238.0,76.0,3.0,926.0,394.0,26.0,5.0,3268.0,729.0,5990.0,211.0,5.0,37.0,124.0,3143.0,3.0,159.0,0.0,85.0,0.0,5.0,1557.0,6.0,2108.0,1585.0,381.0,24.0,46.0,3726.0,25.0,67.0,60.0,441.0,51.0,442.0,40318.0
7736,казань,519.0,4.0,515.0,10183.0,376.0,34.0,216.0,955.0,128.0,34.0,1065.0,1735.0,10259.0,518.0,105.0,120.0,224.0,302.0,10.0,197.0,0.0,286.0,0.0,18.0,2304.0,12.0,2733.0,1758.0,586.0,516.0,219.0,2849.0,29.0,416.0,174.0,436.0,93.0,335.0,40263.0
568,пермь,288.0,3.0,51.0,10020.0,276.0,7.0,142.0,621.0,87.0,3.0,817.0,643.0,12446.0,289.0,86.0,179.0,181.0,63.0,2.0,178.0,3.0,178.0,3.0,33.0,6987.0,2.0,1600.0,1594.0,502.0,175.0,168.0,1867.0,6.0,169.0,117.0,105.0,39.0,232.0,40162.0
2226,су,1004.0,0.0,66.0,3726.0,191.0,1.0,313.0,2024.0,127.0,0.0,2638.0,2400.0,8522.0,1663.0,19.0,52.0,500.0,107.0,3.0,127.0,3.0,340.0,2.0,43.0,1057.0,0.0,3156.0,3566.0,2218.0,93.0,84.0,2572.0,8.0,413.0,59.0,311.0,5.0,2427.0,39840.0
7042,антон,964.0,2.0,719.0,4610.0,1030.0,67.0,638.0,2408.0,339.0,22.0,1727.0,2039.0,6139.0,790.0,222.0,1072.0,1041.0,321.0,25.0,445.0,8.0,469.0,9.0,31.0,926.0,9.0,2506.0,2725.0,1468.0,1459.0,663.0,2714.0,134.0,371.0,407.0,887.0,35.0,254.0,39695.0
4065,гибдд,591.0,131.0,12.0,2835.0,355.0,0.0,1563.0,1243.0,327.0,4.0,1256.0,2097.0,13421.0,674.0,147.0,143.0,438.0,1150.0,96.0,109.0,0.0,387.0,0.0,58.0,1078.0,53.0,2724.0,2681.0,1182.0,20.0,71.0,2434.0,10.0,213.0,213.0,144.0,1017.0,728.0,39605.0
4422,юлий,1148.0,1.0,319.0,6047.0,1061.0,18.0,582.0,2911.0,255.0,10.0,1404.0,1842.0,7614.0,799.0,396.0,333.0,766.0,724.0,1.0,816.0,6.0,721.0,21.0,42.0,645.0,1.0,3368.0,1658.0,1046.0,456.0,853.0,1754.0,18.0,559.0,375.0,381.0,3.0,486.0,39440.0
3957,екатерина,1244.0,0.0,994.0,4615.0,1516.0,97.0,548.0,2583.0,250.0,35.0,1179.0,1242.0,9641.0,660.0,222.0,429.0,843.0,336.0,2.0,760.0,67.0,582.0,29.0,11.0,462.0,0.0,1898.0,2601.0,751.0,1004.0,800.0,1975.0,26.0,528.0,336.0,427.0,7.0,319.0,39019.0
2869,индия,1543.0,5.0,156.0,3214.0,497.0,9.0,389.0,1864.0,158.0,60.0,2531.0,2712.0,1991.0,1468.0,43.0,273.0,584.0,197.0,66.0,243.0,40.0,334.0,30.0,38.0,909.0,150.0,6649.0,2762.0,2065.0,173.0,378.0,4895.0,37.0,503.0,204.0,622.0,96.0,1014.0,38902.0
4637,василий,1345.0,1.0,497.0,5673.0,1021.0,85.0,479.0,2070.0,185.0,14.0,1168.0,1770.0,6978.0,639.0,198.0,318.0,747.0,404.0,23.0,651.0,11.0,456.0,16.0,39.0,579.0,2.0,2581.0,2914.0,1223.0,1146.0,699.0,2693.0,27.0,644.0,361.0,434.0,16.0,595.0,38702.0
6582,владивосток,747.0,4.0,55.0,1571.0,355.0,9.0,271.0,1109.0,158.0,17.0,1598.0,1951.0,11048.0,575.0,61.0,122.0,299.0,168.0,9.0,292.0,0.0,298.0,0.0,73.0,681.0,19.0,5972.0,2350.0,689.0,117.0,238.0,5676.0,13.0,752.0,172.0,335.0,43.0,713.0,38560.0
963,татарстан,428.0,12.0,50.0,10081.0,416.0,8.0,233.0,894.0,185.0,5.0,1004.0,1651.0,8685.0,480.0,181.0,142.0,210.0,153.0,14.0,133.0,1.0,205.0,0.0,21.0,2629.0,4.0,3217.0,1436.0,1179.0,86.0,199.0,3057.0,10.0,225.0,179.0,250.0,94.0,263.0,38020.0
3644,роспотребнадзор,917.0,6.0,0.0,3102.0,638.0,0.0,716.0,1134.0,404.0,8.0,2537.0,2675.0,6157.0,635.0,167.0,184.0,440.0,3122.0,0.0,383.0,0.0,485.0,0.0,63.0,1498.0,0.0,3459.0,2187.0,2154.0,3.0,255.0,2940.0,46.0,351.0,282.0,461.0,14.0,576.0,37999.0
1953,главый,1326.0,3.0,67.0,3682.0,769.0,12.0,604.0,2545.0,219.0,11.0,1897.0,2087.0,2773.0,1229.0,103.0,345.0,661.0,157.0,17.0,470.0,1.0,368.0,4.0,84.0,1278.0,18.0,6918.0,1588.0,1627.0,110.0,580.0,4494.0,48.0,710.0,289.0,216.0,10.0,590.0,37910.0
1641,кндр,1326.0,0.0,14.0,1660.0,596.0,0.0,258.0,2274.0,164.0,0.0,3695.0,2606.0,1366.0,671.0,10.0,170.0,434.0,20.0,1.0,186.0,0.0,316.0,0.0,93.0,1149.0,4.0,5992.0,2396.0,2444.0,22.0,319.0,8032.0,34.0,246.0,193.0,387.0,5.0,467.0,37550.0
8415,светлана,1312.0,1.0,640.0,4215.0,1550.0,56.0,525.0,2152.0,335.0,13.0,1213.0,1179.0,8396.0,648.0,304.0,343.0,687.0,662.0,1.0,894.0,51.0,571.0,5.0,46.0,506.0,3.0,2176.0,2731.0,843.0,675.0,807.0,1979.0,24.0,654.0,312.0,320.0,5.0,341.0,37175.0
