,0,aif,autonews,championat,commers,echo,express,fontanka,gazeta,govorit,indicator,interfax,iz,kp,lenta,mediazona,meduza,mk,moscow,motor,novaya,nplus1,ntv,postnauka,radiovesti,rbk,review,ria,rosgazeta,rt,sports,svoboda,tass,thebell,tv1,tvrain,vedomosti,zarulem,zvezda
564,Деев,0.0002475553905186285,,,0.00013682102566016144,,,0.00014092446448703494,0.0003678772698810269,,,,7.781374501992033e-05,,,,,0.00017481644273512813,,,,,8.235366782648082e-05,,,,,1.378112812314816e-05,1.4250292130988685e-05,0.0008520037866834964,,,3.0229593764642463e-05,,0.0001747457449411107,,,,2.9893578859261028e-05
565,Цыганков,4.951107810372571e-05,,,4.975310024005871e-05,,,,0.00011740763932373201,,,0.00010655301012253596,0.00010893924302788844,1.7428130745836856e-05,5.304570771815047e-05,,,2.497377753358973e-05,4.4474093840338e-05,,0.00013334222281485432,,0.00020588416956620205,,,0.00011827321111768183,,0.00011024902498518527,5.700116852395474e-05,0.0005469653939202693,,,0.0001058035781762486,,,0.000136518771331058,,,0.00032882936745187133
566,Арановский,4.951107810372571e-05,,,9.950620048011742e-05,,,,4.6963055729492795e-05,,,6.393180607352158e-05,4.668824701195219e-05,,5.304570771815047e-05,0.0001006137438374082,0.00011976765075753039,4.994755506717946e-05,,,0.00013334222281485432,,8.235366782648082e-05,,,7.096392667060911e-05,,1.378112812314816e-05,,1.0518565267697487e-05,,,5.03826562744041e-06,0.001148105625717566,,0.0005460750853242321,,,
567,Глава,0.006931550934521599,,0.0032290958531611146,0.007637100886849013,0.0017130189439742039,0.0016329863237395388,0.004157271702367531,0.0038196618659987478,0.005723263382336439,,0.00512519978689398,0.004201942231075697,0.003747048110354924,0.003890018565997701,0.0038233222658215107,0.003353494221210851,0.0035462764097697413,0.0009339559706470981,,0.002966864457630509,,0.00201766486174878,,,0.006173861620342992,,0.0058018549398453755,0.005301108672727791,0.0020511202272010093,0.003307954843791021,0.0017500875043752187,0.0050483421586952895,0.001148105625717566,0.0013280676615524411,0.006279863481228669,0.0008789405836165475,,0.0039160588305631955
568,Шестаков,0.00019804431241490284,,0.000849762066621346,0.00011194447554013208,0.00010076582023377672,,0.0002818489289740699,0.00014088916718847842,,,0.0001704848161960575,0.0001245019920318725,2.6142196118755287e-05,0.00017681902572716824,0.0001006137438374082,0.0003593029522725912,0.00019979022026871785,2.2237046920169e-05,,0.000400026668444563,,0.00016470733565296164,,,0.0002128917800118273,,0.00018604522966250017,0.0002280046740958189,0.00012622278321236982,0.00012601732738251508,,0.0003728316564305904,,0.0003494914898822214,,0.0002343841556310793,,0.00014946789429630514
569,Поветкин,4.951107810372571e-05,,0.0020394289598912306,2.4876550120029354e-05,,,,0.0001800250469630557,0.0001122208506340478,,9.589770911028235e-05,7.781374501992033e-05,8.714065372918428e-06,5.304570771815047e-05,,0.00011976765075753039,,,,,,,,,,,,9.97520449169208e-05,2.103713053539497e-05,0.000420057757941717,,5.03826562744041e-06,,,,,,
570,Министр,0.0025993316004456,,0.0005948334466349423,0.0013557719815415995,0.0007557436517533253,0.0004082465809348847,0.001197857948139797,0.0009549154664996867,0.0007855459544383348,,0.002322855620671284,0.0015407121513944222,0.0009498331256481086,0.0011316417646538767,0.0005030687191870409,0.000598838253787652,0.0012237150991458966,0.0004002668445630421,,0.0012000800053336886,,0.00028823783739268286,,,0.002057953873447664,,0.002204980499703705,0.001311026876050959,0.0005154096981171769,0.000420057757941717,0.001312565628281414,0.0022571430010933035,0.003444316877152698,0.000803830426729109,0.0006825938566552901,0.0016406890894175555,,0.00203276336242975
571,Ушаков,0.0005446218591409828,,0.0002549286199864038,0.00014925930072017614,0.0002519145505844417,,0.00035231116121758736,0.0008140262993112086,0.0007855459544383348,,0.0013638785295684605,0.0008870766932270916,0.00029627822267922654,0.00038900185659977016,0.0002012274876748164,0.0003593029522725912,0.0005743968832725637,,,6.667111140742716e-05,,0.0008235366782648082,,0.03225806451612903,0.001017149615612064,,0.0016812976310240757,0.002080542651124348,0.0010728936573051436,6.300866369125754e-05,8.750437521876094e-05,0.000750701578488621,0.000574052812858783,0.0002096948939293328,0.0006825938566552901,0.001757881167233095,,0.0008669137869185699
572,Майра,,,,,,,7.046223224351747e-05,7.827175954915466e-06,,,,,,,,,,,,,0.004149377593360996,,,,4.730928444707274e-05,,6.890564061574081e-06,,,,,,,,,,,2.9893578859261028e-05
573,Панк,2.4755539051862852e-05,,0.000424881033310673,0.00018657412590022016,,,,2.3481527864746398e-05,0.0002244417012680956,,5.327650506126798e-05,,0.0001568531767125317,,0.0001006137438374082,,0.00017481644273512813,2.2237046920169e-05,,6.667111140742716e-05,,4.117683391324041e-05,,,,,8.268676873888897e-05,0.00011400233704790948,1.0518565267697487e-05,8.401155158834339e-05,,0.00011084184380368901,,0.00013979659595288855,,,,0.0006576587349037428
574,Алонсо,,,0.0015295717199184226,1.2438275060014674e-05,,0.0008164931618697694,,3.1308703819661866e-05,,,,3.112549800796813e-05,,1.7681902572716824e-05,,,,,,,,,,,,,6.890564061574081e-06,4.2750876392966054e-05,,0.0015542137043843527,,5.03826562744041e-06,,,,,,
575,Кульбачевский,0.0002475553905186285,,,,,,,2.3481527864746398e-05,0.0001122208506340478,,8.524240809802877e-05,4.668824701195219e-05,3.485626149167371e-05,,,,,0.000378029797642873,,,,0.00020588416956620205,,,2.365464222353637e-05,,0.0001791546656009261,7.125146065494343e-05,,,,2.519132813720205e-05,,,,,,
576,Большак,,,,9.950620048011742e-05,,,,,,,,,,,0.0001006137438374082,,,,,6.667111140742716e-05,,4.117683391324041e-05,0.003430531732418525,,,,2.756225624629632e-05,,,,,2.015306250976164e-05,,6.989829797644427e-05,,,,2.9893578859261028e-05
577,Замятин,,,,,,,,1.5654351909830933e-05,,,4.2621204049014384e-05,1.5562749003984063e-05,,,0.0006036824630244491,,,,,0.00013334222281485432,,4.117683391324041e-05,0.0017152658662092624,,2.365464222353637e-05,,2.067169218472224e-05,2.850058426197737e-05,1.0518565267697487e-05,,,2.519132813720205e-05,,,,,,
578,Романовский,,,,,0.0008565094719871018,,,,,,,,1.7428130745836856e-05,,0.0002012274876748164,,,,,0.00026668444562970864,,,,,,,,,,,,6.549745315672533e-05,,,0.000136518771331058,,,
579,Кириленко,0.00022279985146676567,,,2.4876550120029354e-05,,,,0.00014088916718847842,0.0001122208506340478,,4.2621204049014384e-05,6.225099601593625e-05,4.357032686459214e-05,0.0001414552205817346,,,4.994755506717946e-05,,,,,,,,7.096392667060911e-05,,6.89056406157408e-05,7.125146065494343e-05,8.41485221415799e-05,0.0019217642425833552,,2.015306250976164e-05,,,,,,0.00011957431543704411
580,Матвиенко,0.001188265874489417,,0.0001699524133242692,0.00039802480192046967,0.0008565094719871018,0.0004082465809348847,0.0004932356257046223,0.0010410144020037572,0.005274379979800247,,0.0025146510388918486,0.0012917081673306774,0.0005228439223751057,0.0008840951286358412,0.0003018412315122245,0.00023953530151506078,0.0009240297687428199,0.0010673782521681118,,0.0003333555570371358,,0.0020588416956620207,,,0.0022471910112359553,,0.003080082135523614,0.005030353122239007,0.0006942253076680341,,0.0002625131256562828,0.002589668532504371,,0.0036696606437633243,0.0025938566552901024,0.001406304933786476,,0.0014049982063852687
581,Актёр,0.00103973264017824,,0.0001699524133242692,0.00011194447554013208,0.0005542120112857719,,,0.0006183469004383219,0.000561104253170239,,0.00012786361214704316,0.00037350597609561747,0.0007842658835626585,0.0006719122977632393,,0.000299419126893826,0.0005244493282053844,6.671114076050699e-05,,0.00013334222281485432,,0.00016470733565296164,,,0.0002602010644589001,,0.0001447018452930557,0.00015675321344087555,2.103713053539497e-05,0.00016802310317668679,0.0003500175008750437,0.00011084184380368901,,,0.000136518771331058,0.00011719207781553967,,0.0003587229463111324
582,Сенцов,0.0004703552419853941,,,,0.0008565094719871018,,7.046223224351747e-05,0.00013306199123356294,,,0.00012786361214704316,0.00010893924302788844,2.6142196118755287e-05,0.00038900185659977016,0.0001006137438374082,5.9883825378765195e-05,0.0002247639978023076,,,0.0005333688912594173,,0.00012353050173972123,,,0.00016558249556475457,,8.957733280046305e-05,2.850058426197737e-05,2.103713053539497e-05,,0.0005250262513125656,2.015306250976164e-05,,,0.000136518771331058,0.0001757881167233095,,5.9787157718522055e-05
583,Сцкк,2.4755539051862852e-05,,,,,,,0.00012523481527864746,,,0.0002770378263185935,7.781374501992033e-05,8.714065372918428e-06,3.536380514543365e-05,,,,,,,,0.00016470733565296164,,,2.365464222353637e-05,,0.0037415762854347257,5.700116852395474e-05,0.0003155569580309246,,,0.0001007653125488082,,0.00013979659595288855,,,,0.0005978715771852207
584,Голунов,0.0002475553905186285,,,0.0005597223777006606,0.002216848045143088,,0.0010569334836527619,0.0003835316217908578,0.003029962967119291,,0.0008311134789557805,0.00028012948207171317,0.000121996915220858,0.00035363805145433654,0.002314116108260388,0.0019761662374992517,0.0007242395484741023,0.000333555703802535,,0.0014000933395559704,,0.0007411830104383274,,,0.0012536960378474276,,0.00031696594683240767,0.00011400233704790948,0.0002734826969601346,0.00012601732738251508,0.0011375568778438925,0.00023176021886225885,,0.0002096948939293328,0.0047781569965870295,0.0012891128559709365,,0.0002092550520148272
585,Новиков,0.0003713330857779428,,,0.0005597223777006606,0.0005542120112857719,0.005307205552153501,0.0004227733934611048,0.0006731371321227303,0.0001122208506340478,,0.0006180074587107086,0.0005602589641434262,0.0004705595301375951,0.00030059234373618597,0.002716571083610021,0.001197676507575304,0.0003246591079366665,6.671114076050699e-05,,0.0014000933395559704,,0.0004941220069588849,,,0.00047309284447072733,,0.0006683847139726857,0.00029925613475076233,0.0014200063111391606,0.00037805198214754533,0.0002625131256562828,0.0006247449378026107,,0.00031454234089399924,0.0008191126279863481,0.0005859603890776983,,0.0004185101040296544
586,Девушка,0.0005198663200891199,,0.000424881033310673,0.00024876550120029353,0.00030229746070133015,,0.0006341600901916572,0.0005087664370695053,0.0002244417012680956,,5.327650506126798e-05,0.00015562749003984066,0.0013158238713106825,0.0017681902572716825,0.0017104336452359392,0.00047907060303012156,0.0006992657709405125,8.8948187680676e-05,,0.00046669777985199,,,,,0.00016558249556475457,,0.00012403015310833348,8.550175278593211e-05,5.259282633848743e-05,0.00037805198214754533,0.0003500175008750437,5.03826562744041e-05,,0.0001048474469646664,0.0013651877133105802,,,0.0005081908406074376
587,Бабаян,,,,,,,,3.913587977457733e-05,0.008304342946919537,,4.2621204049014384e-05,1.5562749003984063e-05,,7.07276102908673e-05,,0.00011976765075753039,0.00012486888766794862,,,0.0002000133342222815,,8.235366782648082e-05,,,9.461856889414548e-05,,2.756225624629632e-05,1.4250292130988685e-05,2.103713053539497e-05,,,5.03826562744041e-06,,,,0.00011719207781553967,,
588,Коновалов,0.00019804431241490284,,,0.0010075002798611886,5.038291011688835e-05,,0.00014092446448703494,0.0001800250469630557,0.0001122208506340478,0.0010224948875255623,0.0002131060202450719,0.00010893924302788844,0.00013071098059377645,0.00015913712315445143,0.0013079786698863064,0.0011377926821965387,2.497377753358973e-05,6.671114076050699e-05,,0.0003333555570371358,,0.0003705915052191637,,,0.00028385570668243643,,0.00019293579372407424,0.00021375438196483032,0.0008309666561481014,0.0005250721974271463,0.0004375218760938047,0.0002519132813720205,0.001722158438576349,0.00013979659595288855,,0.0005859603890776983,,0.0005081908406074376
589,Сын,0.0002723109295704914,,0.0001699524133242692,9.950620048011742e-05,0.0004534461910519952,,0.00014092446448703494,0.00014871634314339387,0.000561104253170239,,2.1310602024507192e-05,0.00015562749003984066,0.0006884111644605557,0.00019450092829988508,0.0002012274876748164,0.0004191867776513564,0.0008990559912092303,4.4474093840338e-05,,0.00026668444562970864,,0.00020588416956620205,,,4.730928444707274e-05,,3.44528203078704e-05,9.97520449169208e-05,2.103713053539497e-05,0.00012601732738251508,0.0005250262513125656,2.519132813720205e-05,,,0.000136518771331058,0.00011719207781553967,,5.9787157718522055e-05
590,Пастер,,,,2.4876550120029354e-05,,,,,,0.0010224948875255623,,,,,,,,,,,,4.117683391324041e-05,0.003430531732418525,,,,6.890564061574081e-06,,,,,5.03826562744041e-06,,,,,,
591,Цаголов,,,,,,,,,,,,,,,,,,,,,,,0.003430531732418525,,,,,,,,,,,,,,,2.9893578859261028e-05
592,Азаров,0.00029706646862235426,,,0.0006094754779407193,0.00010076582023377672,,,0.0002504696305572949,0.00033666255190214334,,0.0001704848161960575,0.00020231573705179284,0.00014813911133961327,8.840951286358412e-05,,0.00017965147613629558,7.492133260076919e-05,2.2237046920169e-05,,0.00013334222281485432,,0.0007000061765250871,,,7.096392667060911e-05,,0.0002756225624629632,9.97520449169208e-05,0.00016829704428315977,2.1002887897085848e-05,,0.00033252553141106713,,0.0001747457449411107,,0.00011719207781553967,,0.0005081908406074376
593,Молодая,0.0005198663200891199,,8.49762066621346e-05,0.0001616975757801908,0.00030229746070133015,,0.0005636978579481398,0.0001800250469630557,,,,0.00020231573705179284,0.0006274127068501268,0.00010609141543630094,0.0012073649260488982,0.000299419126893826,0.0004745017731382049,0.002468312208138759,,0.0007333822254816987,,4.117683391324041e-05,,,0.00016558249556475457,,0.00011713958904675934,0.00032775671901273977,2.103713053539497e-05,4.2005775794171696e-05,0.00017500875043752187,5.5420921901844504e-05,,6.989829797644427e-05,,,,0.00014946789429630514
594,Милон,0.0002723109295704914,,,9.950620048011742e-05,,,0.0006341600901916572,0.0003209142141515341,0.001683312759510717,,2.1310602024507192e-05,0.00037350597609561747,0.0002875641573063081,0.00017681902572716824,,5.9883825378765195e-05,0.00019979022026871785,0.000177896375361352,,,,0.0021000185295752608,,,7.096392667060911e-05,,0.00015848297341620386,2.850058426197737e-05,0.00011570421794467236,,0.00017500875043752187,3.0229593764642463e-05,,,0.0006825938566552901,,,8.96807365777831e-05
595,Баск,7.426661715558858e-05,,,,,,,0.0002191609267376331,0.0002244417012680956,,,3.112549800796813e-05,0.0001568531767125317,0.00012377331800901778,,,0.00012486888766794862,,,,,0.0007823598443515678,,,,,2.756225624629632e-05,2.850058426197737e-05,,0.00018902599107377264,,,,,,,,2.9893578859261028e-05
596,Вицин,,,,,,,,7.827175954915466e-06,,,,,,1.7681902572716824e-05,,,,,,,,,,,,,,,,,,,,,,,0.001769911504424779,
597,Володин,0.0008911994058670627,0.013071895424836602,,0.0008084878789009541,0.0012595727529222088,,0.0010569334836527619,0.0012053850970569818,0.0021321961620469087,,0.003718700053276505,0.001213894422310757,0.0007494096220709848,0.0011846874723720274,0.0008049099506992655,0.0010779088568177734,0.000749213326007692,0.003024238381142984,0.002207505518763797,0.0006000400026668443,,0.0018117806921825782,,,0.0021762270845653462,,0.0031283160839546327,0.003534072448485194,0.0016934890080992954,,0.0002625131256562828,0.003315178782855789,,0.004822982560374655,0.0024573378839590444,0.0022266494784952537,,0.0017039339949778787
598,Чаплин,9.902215620745142e-05,,,0.0003233951515603816,0.0002015316404675534,,0.0002818489289740699,0.00017219787100814022,,,4.2621204049014384e-05,7.781374501992033e-05,3.485626149167371e-05,0.00010609141543630094,0.0001006137438374082,0.0003593029522725912,0.0004994755506717946,0.00011118523460084499,,,,0.00016470733565296164,,,4.730928444707274e-05,,3.44528203078704e-05,0.00015675321344087555,3.1555695803092456e-05,,0.0006125306265313265,1.5114796882321231e-05,,0.0001048474469646664,0.00040955631399317407,,,5.9787157718522055e-05
599,Рыжков,9.902215620745142e-05,,,4.975310024005871e-05,0.0002519145505844417,,,5.4790231684408274e-05,,,0.00015982951518380393,4.668824701195219e-05,2.6142196118755287e-05,5.304570771815047e-05,,,,,,0.00013334222281485432,,,,,2.365464222353637e-05,,0.0001791546656009261,7.125146065494343e-05,9.466708740927736e-05,,,0.00017633929696041434,,0.0001048474469646664,,,,0.0006576587349037428
600,Родченков,7.426661715558858e-05,,0.001274643099932019,,,,,0.00010175328741390107,0.0001122208506340478,,2.1310602024507192e-05,,1.7428130745836856e-05,3.536380514543365e-05,0.0001006137438374082,,4.994755506717946e-05,,,,,,,,,,,1.4250292130988685e-05,2.103713053539497e-05,8.401155158834339e-05,,,,3.494914898822214e-05,,,,
601,Дочь,0.0005198663200891199,,,8.706792542010273e-05,0.00010076582023377672,0.0004082465809348847,,0.00014088916718847842,0.0001122208506340478,,2.1310602024507192e-05,6.225099601593625e-05,0.00045313139939175823,0.00017681902572716824,0.0003018412315122245,0.000299419126893826,0.0007741871035412816,,,0.00013334222281485432,,0.00020588416956620205,,,4.730928444707274e-05,,3.44528203078704e-05,5.700116852395474e-05,2.103713053539497e-05,0.00014702021527960093,,5.03826562744041e-06,,3.494914898822214e-05,0.000136518771331058,,,5.9787157718522055e-05
602,Ковач,,,0.0011896668932698845,,,,,4.6963055729492795e-05,,,,1.5562749003984063e-05,,,,,,,,,,,,,,,1.378112812314816e-05,4.2750876392966054e-05,,0.0012181674980309793,,5.03826562744041e-06,,0.0001048474469646664,,,,
603,Чуковский,0.00034657754672608,,,4.975310024005871e-05,0.00030229746070133015,,,,,,,3.112549800796813e-05,0.000121996915220858,7.07276102908673e-05,,0.00023953530151506078,,,,0.00013334222281485432,,,0.0017152658662092624,,,,6.890564061574081e-06,0.00025650525835779634,,,0.0005250262513125656,1.007653125488082e-05,,,,0.00011719207781553967,,
604,Разин,0.0002723109295704914,,,,0.00010076582023377672,0.0012247397428046538,,0.0006105197244834063,0.0004488834025361913,,6.393180607352158e-05,0.00021787848605577692,0.00032242041879798183,0.0009901865440721425,,0.0003593029522725912,0.0005244493282053844,0.0012230375806092954,,0.00013334222281485432,,0.0005352988408721253,,,0.0002602010644589001,,0.0001791546656009261,0.0001852537977028529,0.0001367413484800673,0.0006720924127067471,0.0006125306265313265,0.00031237246890130537,,,0.000273037542662116,,,0.0003587229463111324
605,Фролов,0.00017328877336304,,,0.0005721606527606751,0.0002015316404675534,0.0008164931618697694,0.0002113866967305524,0.0004383218534752661,0.00033666255190214334,,0.00014917421417155036,0.0003268177290836653,0.0004967017262563504,7.07276102908673e-05,0.0012073649260488982,0.00023953530151506078,4.994755506717946e-05,4.4474093840338e-05,,6.667111140742716e-05,,0.00028823783739268286,,,0.0002128917800118273,,7.579620467731488e-05,8.550175278593211e-05,0.000431261175975597,0.00010501443948542923,,0.000196492359470176,,0.00013979659595288855,,0.0005859603890776983,,5.9787157718522055e-05
606,Горький,0.00022279985146676567,,,0.0003233951515603816,0.00015114873035066505,,,0.00017219787100814022,0.00033666255190214334,,0.00011720831113478956,0.0001245019920318725,0.00016556724208545014,1.7681902572716824e-05,,,0.00034963288547025626,0.0004002668445630421,,0.000400026668444563,,,,,7.096392667060911e-05,,0.0002067169218472224,0.00028500584261977366,1.0518565267697487e-05,,0.0004375218760938047,0.0001007653125488082,,,0.000136518771331058,0.0002343841556310793,,2.9893578859261028e-05
607,Костыленок,,,,2.4876550120029354e-05,,,,,,,,,,,,,,2.2237046920169e-05,,0.0006667111140742716,,,,,,,,,2.103713053539497e-05,,,1.007653125488082e-05,,,,0.00011719207781553967,,
608,Вебер,7.426661715558858e-05,,8.49762066621346e-05,2.4876550120029354e-05,5.038291011688835e-05,,,4.6963055729492795e-05,0.0001122208506340478,,2.1310602024507192e-05,4.668824701195219e-05,2.6142196118755287e-05,5.304570771815047e-05,,,,,,,0.008298755186721992,0.00012353050173972123,0.030874785591766724,,2.365464222353637e-05,,8.268676873888897e-05,1.4250292130988685e-05,7.362995687388241e-05,2.1002887897085848e-05,,9.572704692136779e-05,,6.989829797644427e-05,,,,2.9893578859261028e-05
609,Инфографик,,,,2.4876550120029354e-05,,,,,,,,,0.00014813911133961327,,0.0002012274876748164,,,,,,,,,,,,,,,,,,,,,,0.014159292035398232,
610,Рузвельт,0.00022279985146676567,,,0.0005970372028807046,0.0004030632809351068,,,0.00014871634314339387,,,,6.225099601593625e-05,0.000243993830441716,,,,9.989511013435893e-05,,,,,,,,7.096392667060911e-05,,6.890564061574081e-06,5.700116852395474e-05,0.0007047438729357316,,0.00017500875043752187,1.5114796882321231e-05,,,,,,2.9893578859261028e-05
611,Пикин,2.4755539051862852e-05,,,0.00017413585084020546,,,,0.00014871634314339387,,,,,,,,,9.989511013435893e-05,,,,,,,,,,,,0.000368149784369412,,,3.0229593764642463e-05,,,,0.0008203445447087777,,5.9787157718522055e-05
612,Водитель,0.00019804431241490284,,,8.706792542010273e-05,0.00010076582023377672,,0.0012683201803833145,0.00010175328741390107,0.000561104253170239,,0.00019179541822056476,0.00021787848605577692,0.000714553360579311,0.00021218283087260192,,0.00017965147613629558,9.989511013435893e-05,0.0032466088503446747,,,,0.00012353050173972123,,,9.461856889414548e-05,,0.00036519989526342624,0.0001852537977028529,3.1555695803092456e-05,6.300866369125754e-05,,0.00023176021886225885,,,,,,0.00044840368288891533
613,Пушкин,0.0007179106325040228,,,0.00017413585084020546,0.0004030632809351068,,0.00014092446448703494,0.00010958046336881652,0.0001122208506340478,,0.00012786361214704316,0.00017119023904382468,0.00026142196118755285,3.536380514543365e-05,0.0006036824630244491,,0.0002747115528694871,2.2237046920169e-05,,0.0002000133342222815,,8.235366782648082e-05,,,9.461856889414548e-05,,6.89056406157408e-05,0.0004132584717986719,2.103713053539497e-05,2.1002887897085848e-05,0.0008750437521876092,0.00017130103133297393,,3.494914898822214e-05,0.000273037542662116,,,2.9893578859261028e-05
614,Бурмистров,,,,0.00019901240096023483,,,,3.913587977457733e-05,0.0002244417012680956,,0.00014917421417155036,1.5562749003984063e-05,1.7428130745836856e-05,1.7681902572716824e-05,,,,,,6.667111140742716e-05,,0.00016470733565296164,,,0.00011827321111768183,,7.579620467731488e-05,8.550175278593211e-05,4.207426107078994e-05,0.0002940404305592019,,7.053571878416573e-05,,3.494914898822214e-05,,0.001054728700339857,,
615,Торопец,,,,,,0.0020412329046744235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Бузов,0.00044559970293353134,,,2.4876550120029354e-05,0.00010076582023377672,,,0.0012288666249217284,0.0001122208506340478,,2.1310602024507192e-05,0.00038906872509960163,0.0011938269560898243,0.0009901865440721425,,0.0005389544284088867,0.0010738724339443583,,,,,0.0006176525086986061,,,2.365464222353637e-05,,3.44528203078704e-05,9.97520449169208e-05,5.259282633848743e-05,0.0002940404305592019,,5.03826562744041e-06,,,,,,5.9787157718522055e-05
617,Бабиков,7.426661715558858e-05,,0.0009347382732834807,2.4876550120029354e-05,,,,2.3481527864746398e-05,,,,3.112549800796813e-05,1.7428130745836856e-05,,0.0002012274876748164,,2.497377753358973e-05,,,,,,,,,,,,2.103713053539497e-05,0.00023103176686794434,0.0002625131256562828,,,0.00013979659595288855,,,,5.9787157718522055e-05
618,Котрикадзе,,,,,0.0006045949214026603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Максаков,2.4755539051862852e-05,,,2.4876550120029354e-05,,,,8.609893550407013e-05,,,2.1310602024507192e-05,3.112549800796813e-05,3.485626149167371e-05,1.7681902572716824e-05,,5.9883825378765195e-05,7.492133260076919e-05,,,,,0.0010705976817442506,,,7.096392667060911e-05,,,2.850058426197737e-05,1.0518565267697487e-05,,,1.007653125488082e-05,,,,,,5.9787157718522055e-05
620,Мирсамук,,0.006535947712418301,,,,,,,,,,,,,,,,,,,,,,,,,,1.4250292130988685e-05,,,,,,,,,,
621,Шаман,,,,,,,,,,,,,,,,,9.989511013435893e-05,,,,,4.117683391324041e-05,0.0017152658662092624,,2.365464222353637e-05,,,,,,,,,,,,,
622,Чемпион,4.951107810372571e-05,,0.002464309993201904,9.950620048011742e-05,,,,0.0005479023168440826,,,2.1310602024507192e-05,3.112549800796813e-05,0.00026142196118755285,8.840951286358412e-05,,,,,,,,8.235366782648082e-05,,,,,6.890564061574081e-06,4.2750876392966054e-05,,0.0006300866369125755,,,,6.989829797644427e-05,,,,
623,Константинов,7.426661715558858e-05,,0.0016145479265805573,0.0002114506760202495,,0.0004082465809348847,7.046223224351747e-05,0.0003678772698810269,0.0001122208506340478,,0.00012786361214704316,0.00015562749003984066,8.714065372918428e-05,0.00017681902572716824,0.0004024549753496328,,,,,0.00026668444562970864,,0.00020588416956620205,0.0017152658662092624,,0.00016558249556475457,,0.0003100753827708336,9.97520449169208e-05,0.0001577784790154623,0.0005880808611184037,0.00017500875043752187,0.00023176021886225885,,6.989829797644427e-05,,,,5.9787157718522055e-05
624,Председатель,0.002351776209926971,,0.000424881033310673,0.004179260420164931,0.0012595727529222088,0.0004082465809348847,0.0017615558060879368,0.0009470882905447713,0.000561104253170239,0.0010224948875255623,0.001662226957911561,0.0008403884462151395,0.0012722535444460905,0.0005481389797542215,0.0002012274876748164,0.00023953530151506078,0.0009989511013435892,0.000822770736046253,,0.001600106673778252,,,,,0.001111768184506209,,0.0009853506608050934,0.0015817824265397444,0.0003997054801725045,0.0002100288789708585,0.0003500175008750437,0.0011839924224484966,0.001148105625717566,0.0003494914898822214,0.0017747440273037547,0.0024024375952185627,,0.0006576587349037428
625,Тарасов,0.001014977101126377,,0.002464309993201904,0.00024876550120029353,0.00015114873035066505,0.005919575423555827,0.0008455467869222098,0.0017298058860363182,0.00033666255190214334,0.002044989775051125,8.524240809802877e-05,0.00034238047808764937,0.0006361267722230453,0.0011670055697993106,0.0014085924137237148,0.0005389544284088867,0.00029968533040307675,0.000177896375361352,,0.00046669777985199,,0.0006588293426118464,,,0.00011827321111768183,,4.823394843101856e-05,0.0001852537977028529,0.0002734826969601346,0.003034917301128905,,0.0002972576720189842,,0.000803830426729109,0.000273037542662116,,0.002654867256637168,0.00026904220973334933
626,Памфилов,9.902215620745142e-05,,,0.0007836113287809246,0.0008565094719871018,,0.0009160090191657273,0.0001800250469630557,0.002356637863315004,,0.0015982951518380393,0.0003112549800796813,0.00018299537283128695,0.00022986473344531875,0.0003018412315122245,0.0004191867776513564,0.0009240297687428199,0.00066711140760507,,0.001600106673778252,,0.0016882501904428569,,,0.0009934949733885275,,0.0012885354795143529,0.00195229002194545,0.00024192700115704214,,0.0002625131256562828,0.000947193937958797,0.000574052812858783,0.0009436270226819976,0.0034129692832764505,0.0012891128559709365,,0.00026904220973334933
627,Чагин,,,0.0009347382732834807,,,,,4.6963055729492795e-05,0.0001122208506340478,,,,1.7428130745836856e-05,3.536380514543365e-05,,,,,,,,8.235366782648082e-05,,,7.096392667060911e-05,,6.890564061574081e-06,5.700116852395474e-05,,0.00010501443948542923,,2.015306250976164e-05,,,,,,
628,Соловей,0.00019804431241490284,,0.0003399048266485384,0.00017413585084020546,0.00030229746070133015,,0.0002818489289740699,5.4790231684408274e-05,0.0013466502076085734,,4.2621204049014384e-05,,0.00010456878447502115,1.7681902572716824e-05,0.0001006137438374082,5.9883825378765195e-05,0.0004495279956046152,,,,,0.0004941220069588849,,,4.730928444707274e-05,,1.378112812314816e-05,,0.0004838540023140843,,0.0005250262513125656,5.03826562744041e-06,,,,,,2.9893578859261028e-05
629,Головкин,,,0.0015295717199184226,2.4876550120029354e-05,,,,0.00014871634314339387,,,,,5.2284392237510575e-05,0.00010609141543630094,,,4.994755506717946e-05,,,,,,,,,,,,,0.00035704909425045945,,1.007653125488082e-05,,,,,,
630,Калачев,,,,0.0004975310024005871,,,,6.261740763932373e-05,,,,6.225099601593625e-05,6.971252298334742e-05,5.304570771815047e-05,,0.00011976765075753039,0.0002247639978023076,,,,,,,,2.365464222353637e-05,,0.00011713958904675934,0.00012825262917889817,,0.00011551588343397217,0.00017500875043752187,8.565051566648696e-05,0.001722158438576349,,0.000273037542662116,0.00011719207781553967,,
