,person,aif,autonews,championat,commers,echo,express,fontanka,gazeta,govorit,indicator,interfax,iz,kp,lenta,mediazona,meduza,mk,moscow,motor,novaya,nplus1,ntv,postnauka,radiovesti,rbk,review,ria,rosgazeta,rt,sports,svoboda,tass,thebell,tv1,tvrain,vedomosti,zarulem,zvezda,sum
68,Гусельников,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,2.1310602024507192e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.365464222353637e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020899550192991683
119,Сикорский,4.951107810372571e-05,0.0,0.0,2.4876550120029354e-05,0.0,0.0,0.0,6.261740763932373e-05,0.0,0.0,0.0,6.225099601593625e-05,0.0,3.536380514543365e-05,0.0,0.0,4.994755506717946e-05,0.0,0.0,0.0,0.0,0.0,0.0017152658662092624,0.0,0.0,0.0,0.0,1.4250292130988685e-05,0.0,0.0,0.0,0.0,0.0,6.989829797644427e-05,0.0,0.0,0.0,0.0,0.002083981848408324
155,Фергюсон,7.426661715558858e-05,0.0,0.0011896668932698845,0.0,0.0,0.0,0.0,0.00014871634314339387,0.0,0.0,0.0,4.668824701195219e-05,0.0,7.07276102908673e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.850058426197737e-05,2.103713053539497e-05,0.0005040693095300603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002083672735199119
941,Квёнок,0.0,0.0,0.001699524133242692,0.0,0.0,0.0,0.0,8.609893550407013e-05,0.0,0.0,0.0,3.112549800796813e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4250292130988685e-05,0.0,0.00025203465476503016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020830335136507493
725,Мазуркевич,0.0,0.0,0.0,2.4876550120029354e-05,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.007653125488082e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002079942856426035
89,Аналитик,0.0,0.0,0.0,0.0008955558043210568,0.0,0.0,0.0,5.4790231684408274e-05,0.0,0.0,0.0,0.0,1.7428130745836856e-05,5.304570771815047e-05,0.0,0.0,9.989511013435893e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.461856889414548e-05,0.0,2.756225624629632e-05,5.700116852395474e-05,0.00011570421794467236,6.300866369125754e-05,0.0,9.068878129392738e-05,0.0,0.0,0.000273037542662116,0.0002343841556310793,0.0,0.0,0.0020767203394912604
848,Набоков,0.00022279985146676567,0.0,0.0,1.2438275060014674e-05,0.00010076582023377672,0.0,0.0,7.827175954915466e-06,0.0,0.0,0.0,6.225099601593625e-05,9.58547191021027e-05,3.536380514543365e-05,0.0,0.0,9.989511013435893e-05,2.2237046920169e-05,0.0,0.00013334222281485432,0.0,0.0,0.0,0.0,0.0,0.0,6.890564061574081e-06,4.2750876392966054e-05,1.0518565267697487e-05,2.1002887897085848e-05,0.0007875393769688486,1.007653125488082e-05,0.0,6.989829797644427e-05,0.000273037542662116,0.0,0.0,5.9787157718522055e-05,0.0020742768230484626
617,Бабиков,7.426661715558858e-05,0.0,0.0009347382732834807,2.4876550120029354e-05,0.0,0.0,0.0,2.3481527864746398e-05,0.0,0.0,0.0,3.112549800796813e-05,1.7428130745836856e-05,0.0,0.0002012274876748164,0.0,2.497377753358973e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.103713053539497e-05,0.00023103176686794434,0.0002625131256562828,0.0,0.0,0.00013979659595288855,0.0,0.0,0.0,5.9787157718522055e-05,0.002046283639117089
415,Перуца,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125
266,Аржанников,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125
651,Ледерберг,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125
499,Меркульев,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125
1011,Планк,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125
512,Матвеичев,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125
